;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
258;20231;MasterCard;Pré-Pago;Platinum;6147142;3115249;87490891;4150543309,16;0;0,0;2023-01-01
259;20133;MasterCard;Débito;Intermediário;845594;368103;6804497;470623125,02;3989;1017267,1;2013-07-01
260;20162;MasterCard;Débito;Básico Nacional;1769084;671325;11861529;739008505,34;16;4530,61;2016-04-01
261;20151;VISA;Débito;Básico Nacional;7926442;3749740;60221350;3808038199,18;0;0,0;2015-01-01
262;20153;MasterCard;Débito;Empresarial;402597;116038;1782557;233691704,11;386;182933,51;2015-07-01
263;20154;American Express;Crédito;Intermediário;1293222;791740;20725549;2050268307,98;525986;140269283,99;2015-10-01
264;20234;MasterCard;Débito;Premium;547015;312007;8039604;599690771,11;1384;578042,54;2023-10-01
265;20214;MasterCard;Débito;Básico Nacional;554378;329163;11282241;895511175,47;18;19082,7;2021-10-01
266;20211;American Express;Crédito;Empresarial;22003;16255;418972;214563551,64;14309;19104692,52;2021-01-01
267;20172;MasterCard;Débito;Básico Internacional;106706322;37719381;773551199;45759419100,04;119214;26515313,32;2017-04-01
268;20232;Hipercard;Crédito;Platinum;1243340;1164504;21704950;3748151347,6;1;0,01;2023-04-01
269;20144;American Express;Crédito;Intermediário;1555112;947097;21283661;2068588075,32;812288;205053532,8;2014-10-01
270;20114;Outras;Débito;Outros;2775183;1121968;26978788;1628458753,79;0;0,0;2011-10-01
271;20221;American Express;Crédito;Platinum;2873;2593;82448;21298745,13;2101;1653774,06;2022-01-01
272;20131;Outras;Crédito;Outros;692008;113448;355372;50541427,39;22;4612,04;2013-01-01
273;20192;MasterCard;Crédito;Intermediário;22641443;15984906;379766862;34565815817,41;3167572;638644562,48;2019-04-01
274;20133;Outras;Crédito;Básico Nacional;943137;289133;70785;45495739,23;0;0,0;2013-07-01
275;20201;Elo;Pré-Pago;Básico Internacional;3464130;2273099;16206876;644145567,66;0;0,0;2020-01-01
276;20113;MasterCard;Crédito;Outros;7731556;2973807;29659436;2552386516,03;6887;929236,08;2011-07-01
277;20181;VISA;Pré-Pago;Outros;3462681;2911164;2605149;236923291,09;200443;69088816,84;2018-01-01
278;20223;MasterCard;Débito;Corporativo;448;233;116725;11550569,6;3;7393,09;2022-07-01
279;20162;Elo;Crédito;Corporativo;16290;10090;6105;99540195,0;0;0,0;2016-04-01
280;20194;Outras;Débito;Outros;3479624;1837332;46930899;3884935524,19;0;0,0;2019-10-01
281;20241;American Express;Crédito;Básico Nacional;37057;25505;677102;95761295,87;3209;1155708,83;2024-01-01
282;20143;Outras;Crédito;Outros;1087900;308390;2881845;368195378,76;5;480,0;2014-07-01
283;20191;MasterCard;Crédito;Platinum;5600108;4382714;170047551;22138402955,76;3247309;923610501,74;2019-01-01
284;20224;Hipercard;Crédito;Empresarial;1;1;10183;6529535,87;1;0,01;2022-10-01
285;20134;Diners Club;Crédito;Intermediário;354701;316365;4079101;700972363,46;90915;33980968,56;2013-10-01
286;20124;American Express;Crédito;Empresarial;200935;38647;765996;145528452,14;29083;13511037,18;2012-10-01
287;20234;VISA;Crédito;Premium;7496274;5068990;294453497;57977512121,48;4491294;2291741045,97;2023-10-01
288;20213;Bandeira própria;Crédito;Básico Nacional;1938972;535612;2741493;521339586,1;0;0,0;2021-07-01
289;20134;VISA;Débito;Empresarial;1367031;589442;10077982;1187969174,74;0;0,0;2013-10-01
290;20163;MasterCard;Débito;Empresarial;344708;102259;1643261;219145610,05;292;186375,6;2016-07-01
291;20173;VISA;Crédito;Básico Internacional;15311072;10764518;189737128;16837350870,82;2978673;301652565,58;2017-07-01
292;20182;MasterCard;Crédito;Intermediário;13703651;9589948;224859164;23589120364,56;2463605;586144379,11;2018-04-01
293;20162;VISA;Crédito;Outros;3086190;521404;6717590;757777267,49;41254;5499628,85;2016-04-01
294;20113;VISA;Crédito;Básico Internacional;19276630;10359854;138726932;12125083904,48;3978236;492008652,41;2011-07-01
295;20112;VISA;Crédito;Corporativo;473012;210123;3148443;1252515822,85;154004;67367005,35;2011-04-01
296;20241;Elo;Crédito;Platinum;184620;96660;3464355;530583083,98;5366;1261233,71;2024-01-01
297;20213;VISA;Débito;Platinum;1916493;1089396;38049764;3646578436,23;442;88236,65;2021-07-01
298;20154;Bandeira própria;Débito;Outros;1590520;435696;3243116;215016150,34;121109;3406052,22;2015-10-01
299;20203;MasterCard;Crédito;Platinum;7165375;5803369;195692548;28246331482,57;1477824;370989172,96;2020-07-01
300;20121;MasterCard;Crédito;Platinum;3256260;1894780;47786676;6480386305,33;2258639;532664634,07;2012-01-01
301;20242;Elo;Pré-Pago;Premium;6770;0;1427;110816,01;0;0,0;2024-04-01
302;20213;MasterCard;Crédito;Premium;2555517;2074871;131412643;27136054908,91;1762172;966941870,91;2021-07-01
303;20201;VISA;Débito;Básico Internacional;93710362;27541293;505181447;34415124217,53;41620;6418785,31;2020-01-01
304;20231;American Express;Crédito;Empresarial;26598;18382;529885;356075147,53;25707;44451624,54;2023-01-01
305;20212;VISA;Crédito;Outros;9880318;1904023;26253418;2698280828,34;88254;25284549,03;2021-04-01
306;20193;MasterCard;Pré-Pago;Básico Nacional;98943;22712;279654;15529708,32;0;0,0;2019-07-01
307;20224;Hipercard;Crédito;Intermediário;411;20;86;9411,08;1;0,01;2022-10-01
308;20223;MasterCard;Débito;Platinum;1120864;616523;17359392;1315065580,88;6327;2708842,08;2022-07-01
309;20202;Bandeira própria;Crédito;Outros;7230012;5121579;8354152;1013372201,92;0;0,0;2020-04-01
310;20132;VISA;Crédito;Premium;498308;350229;22339485;3722753434,17;1270295;445645252,03;2013-04-01
311;20203;VISA;Débito;Premium;535656;283432;6044512;707314950,17;20;4762,87;2020-07-01
312;20224;MasterCard;Pré-Pago;Empresarial;2282694;881260;27461077;1906353988,44;7800;1274130,45;2022-10-01
313;20141;American Express;Crédito;Outros;33;18;1160;94605,5;45;5726,8;2014-01-01
314;20211;American Express;Crédito;Intermediário;574163;348180;7818627;1349996974,89;54516;20703988,43;2021-01-01
315;20232;VISA;Crédito;Corporativo;598732;344567;6503240;2739727368,89;333860;318640935,26;2023-04-01
316;20214;American Express;Crédito;Intermediário;468261;331442;8801209;1556259279,42;60742;30173540,94;2021-10-01
317;20142;Elo;Crédito;Básico Nacional;4373545;1425504;11115410;615034659,08;90;3972,54;2014-04-01
318;20191;VISA;Crédito;Básico Internacional;20606619;13107115;229206030;20805194207,73;1720204;281972691,87;2019-01-01
319;20173;Bandeira própria;Débito;Outros;1687278;477645;3608093;219687864,78;87799;2692148,38;2017-07-01
320;20234;Outras;Débito;Básico Internacional;179380;138878;613575;46246867,92;0;0,0;2023-10-01
321;20174;MasterCard;Débito;Empresarial;264572;77659;1489099;196942658,89;340;230919,1;2017-10-01
322;20233;American Express;Crédito;Empresarial;27741;19039;609656;399183346,4;28837;42690132,56;2023-07-01
323;20194;VISA;Crédito;Intermediário;7383819;5311727;184912861;22281178690,69;1967433;532754661,59;2019-10-01
324;20151;MasterCard;Débito;Empresarial;444680;116693;1757105;237629054,75;583;315651,37;2015-01-01
325;20121;VISA;Crédito;Básico Nacional;33085613;16769680;147858057;11039036410,62;123555;8260256,64;2012-01-01
326;20181;Elo;Débito;Outros;54350650;21847342;260455472;15057466042,64;0;0,0;2018-01-01
327;20164;Elo;Crédito;Corporativo;17482;11293;6169;108392009,33;0;0,0;2016-10-01
328;20152;Bandeira própria;Crédito;Outros;576205;184496;1693804;163171948,43;0;0,0;2015-04-01
329;20222;Elo;Débito;Básico Internacional;69431;59153;578857;33395692,16;0;0,0;2022-04-01
330;20203;American Express;Crédito;Corporativo;83880;60345;1126259;418445735,07;115841;113088385,46;2020-07-01
331;20163;Elo;Débito;Outros;44441399;15121589;151242006;8584622752,9;0;0,0;2016-07-01
332;20163;Diners Club;Crédito;Premium;4;2;13;2276,29;0;0,0;2016-07-01
333;20223;MasterCard;Débito;Intermediário;77811802;50283648;902667566;48599332350,55;42695;8859409,73;2022-07-01
334;20174;VISA;Crédito;Básico Nacional;23375673;11148323;152753307;12402564610,35;458635;19242486,11;2017-10-01
335;20123;Bandeira própria;Crédito;Outros;609453;187975;1113274;99566344,96;0;0,0;2012-07-01
336;20232;Outras;Débito;Outros;3281400;1591669;40431369;3889762004,51;0;0,0;2023-04-01
337;20221;MasterCard;Débito;Corporativo;1127;718;118602;10618596,49;2;1179,17;2022-01-01
338;20211;Elo;Crédito;Corporativo;24106;13163;45707;104809129,06;63;42203,9;2021-01-01
339;20234;VISA;Crédito;Platinum;9842020;7221154;318504198;48871458242,56;2417099;817568796,81;2023-10-01
340;20182;VISA;Crédito;Platinum;4712601;3477164;164416519;20232752398,25;3279696;1013265557,82;2018-04-01
341;20154;VISA;Crédito;Platinum;5815687;3973949;154517475;20627329092,76;3691941;930870530,83;2015-10-01
342;20211;VISA;Crédito;Premium;1838391;1332423;76000253;14701937707,33;575014;347667693,28;2021-01-01
343;20121;Outras;Crédito;Básico Nacional;530153;192026;43394;21422922,48;0;0,0;2012-01-01
344;20204;VISA;Débito;Básico Nacional;9258690;5167831;137748868;10042908771,3;890;171029,49;2020-10-01
345;20242;MasterCard;Débito;Premium;650813;346575;8499101;598715502,65;1124;605372,6;2024-04-01
346;20231;MasterCard;Pré-Pago;Básico Internacional;220351;137812;756318;50663149,54;1243;134791,17;2023-01-01
347;20141;MasterCard;Crédito;Básico Nacional;36715202;14383725;153896103;14023430444,22;24140;968778,08;2014-01-01
348;20224;American Express;Crédito;Intermediário;448882;346292;9626019;1672960862,54;80842;41797989,77;2022-10-01
349;20212;MasterCard;Crédito;Empresarial;3387080;1951013;27166988;6753398907,26;362898;226745107,08;2021-04-01
350;20143;Elo;Crédito;Empresarial;39618;11360;74489;37281223,37;0;0,0;2014-07-01
351;20232;MasterCard;Crédito;Empresarial;6101597;2807026;43918732;13108730312,18;687600;441373827,44;2023-04-01
352;20212;MasterCard;Crédito;Platinum;11883963;9844024;321724134;40363989654,85;1927239;449119812,45;2021-04-01
353;20193;MasterCard;Crédito;Platinum;5863073;4471265;207786438;25157558906,83;3774053;995327210,72;2019-07-01
354;20152;MasterCard;Crédito;Intermediário;10509894;6644283;123724249;14976998650,54;2652721;519762826,03;2015-04-01
355;20221;VISA;Débito;Premium;635805;338672;10290036;1068600611,36;399;101889,56;2022-01-01
356;20202;Elo;Débito;Básico Nacional;164608445;61856529;777786272;49087770767,42;0;0,0;2020-04-01
357;20191;MasterCard;Débito;Outros;256290;57576;784455;55829174,39;205;43147,79;2019-01-01
358;20222;MasterCard;Crédito;Outros;19881345;6499210;78765041;8805551002,64;90485;14787190,35;2022-04-01
359;20154;VISA;Crédito;Básico Nacional;29193148;15128874;165218835;14243805744,87;228485;11116123,66;2015-10-01
360;20133;American Express;Crédito;Intermediário;1885185;1131502;20252711;1914484696,35;837038;200510994,68;2013-07-01
361;20132;VISA;Crédito;Empresarial;1952351;842883;11872952;4217316118,69;429125;176838636,16;2013-04-01
362;20172;MasterCard;Pré-Pago;Básico Internacional;3188;3188;2285;61013,85;0;0,0;2017-04-01
363;20241;American Express;Crédito;Premium;550480;436443;16791567;4539876688,05;443756;457435290,46;2024-01-01
364;20231;MasterCard;Débito;Premium;546780;351392;7023372;523196315,35;1347;616007,56;2023-01-01
365;20193;MasterCard;Débito;Platinum;783331;436206;10941278;847902845,74;3576;1135779,83;2019-07-01
366;20141;MasterCard;Débito;Platinum;1061404;486958;7994443;609869730,09;14684;4828473,02;2014-01-01
367;20211;VISA;Crédito;Empresarial;1614248;953555;23320893;6165363917,83;265302;236524695,05;2021-01-01
368;20232;MasterCard;Débito;Outros;558009;243085;4413215;209200588,05;1097;321687,43;2023-04-01
369;20151;VISA;Débito;Outros;4291;4291;6040;297563,81;21;3122,61;2015-01-01
370;20124;Outras;Crédito;Básico Nacional;772207;227080;70607;38793773,34;0;0,0;2012-10-01
371;20201;Elo;Débito;Básico Nacional;82265138;44263103;585366338;33610614691,22;0;0,0;2020-01-01
372;20174;MasterCard;Crédito;Básico Nacional;31463351;12736835;182249106;18869342576,37;50626;2861556,41;2017-10-01
373;20171;Elo;Débito;Outros;54174737;18180096;214090562;12340743438,77;0;0,0;2017-01-01
374;20202;Elo;Pré-Pago;Básico Internacional;4489992;2625958;14809558;657380422,07;0;0,0;2020-04-01
375;20203;Elo;Crédito;Outros;155720;95767;2732735;542096488,87;2887;2210585,65;2020-07-01
376;20131;MasterCard;Crédito;Básico Nacional;38453245;16086967;144878292;13011466231,0;75189;2003747,84;2013-01-01
377;20213;MasterCard;Débito;Premium;333052;138282;2334714;248187351,59;752;447617,99;2021-07-01
378;20192;American Express;Crédito;Corporativo;121031;108783;2726120;1511769528,58;275604;246768501,86;2019-04-01
379;20212;MasterCard;Pré-Pago;Platinum;3119733;1875773;36989279;1884522014,71;0;0,0;2021-04-01
380;20232;Elo;Pré-Pago;Básico Nacional;4513867;6112;31033;1100843,27;15;334,44;2023-04-01
381;20221;American Express;Crédito;Intermediário;448255;334759;8696505;1525440079,88;65859;33653254,31;2022-01-01
382;20124;American Express;Crédito;Platinum;656938;449048;10638147;1637875708,96;943838;406675099,42;2012-10-01
383;20154;VISA;Débito;Básico Internacional;114247719;32581901;605701505;39605728074,85;117033;18437780,06;2015-10-01
384;20223;MasterCard;Pré-Pago;Platinum;5466048;2976279;80420555;3856858553,24;0;0,0;2022-07-01
385;20183;MasterCard;Débito;Intermediário;893070;366448;7656994;537885777,24;1101;256809,45;2018-07-01
386;20202;VISA;Débito;Empresarial;1561727;588688;13090179;1643930376,55;750;210879,26;2020-04-01
387;20153;MasterCard;Crédito;Outros;9246379;3825289;41896247;4277026908,51;13214;1975151,85;2015-07-01
388;20242;VISA;Pré-Pago;Básico Internacional;68105009;14374131;202959206;8569261312,47;1920004;280306352,19;2024-04-01
389;20241;MasterCard;Débito;Básico Internacional;41433963;13161685;481795376;31367606841,55;61996;15020125,32;2024-01-01
390;20182;Elo;Débito;Básico Internacional;24353812;7130670;165197826;8725272544,39;0;0,0;2018-04-01
391;20212;VISA;Débito;Intermediário;3149096;2108683;48634435;4157209579,61;343;70604,02;2021-04-01
392;20191;VISA;Débito;Básico Nacional;5804935;2976134;68048052;4303369340,67;650;66169,59;2019-01-01
393;20241;Elo;Crédito;Básico Internacional;4089756;2084406;46232920;8219524581,86;65917;28881164,87;2024-01-01
394;20231;MasterCard;Débito;Básico Nacional;461638;338722;10388314;799900242,8;20;5169,92;2023-01-01
395;20122;VISA;Débito;Empresarial;1154979;463608;6492889;710719456,45;0;0,0;2012-04-01
396;20204;MasterCard;Débito;Empresarial;1012771;313941;8443895;677758349,72;60;47807,04;2020-10-01
397;20214;MasterCard;Pré-Pago;Empresarial;689169;274959;10048714;639256384,97;0;0,0;2021-10-01
398;20173;VISA;Crédito;Premium;687328;504640;37389087;6214330544,59;1869892;631420285,89;2017-07-01
399;20114;MasterCard;Débito;Intermediário;898651;405885;7115512;485948487,22;4531;1089276,54;2011-10-01
400;20133;Outras;Crédito;Outros;1113748;370647;2717367;344971271,1;10;4540,43;2013-07-01
401;20183;Elo;Crédito;Outros;1097080;405405;6331777;632945156,85;6366;2351648,99;2018-07-01
402;20201;American Express;Crédito;Corporativo;115623;101085;1774762;659388219,61;182543;178205064,36;2020-01-01
403;20204;Elo;Crédito;Intermediário;2498027;1121699;17571220;1919123134,34;4118;615878,16;2020-10-01
404;20174;Elo;Débito;Outros;55228132;21962443;273743120;16256290906,02;0;0,0;2017-10-01
405;20151;Elo;Débito;Básico Internacional;20434608;3646252;66003374;3418957540,94;0;0,0;2015-01-01
406;20182;VISA;Débito;Corporativo;270466;1;1;28,85;0;0,0;2018-04-01
407;20133;Bandeira própria;Crédito;Outros;676655;179871;1113208;99769259,27;0;0,0;2013-07-01
408;20143;Elo;Crédito;Corporativo;3880;1375;1799;45833822,79;0;0,0;2014-07-01
409;20204;MasterCard;Débito;Platinum;823353;369866;8586697;837463125,89;830;318247,54;2020-10-01
410;20211;VISA;Crédito;Platinum;6469142;4697150;190662251;28178366243,38;1102958;355717197,21;2021-01-01
411;20124;VISA;Crédito;Premium;456750;323006;21229696;3534744046,22;1153232;422430128,2;2012-10-01
412;20142;MasterCard;Crédito;Outros;8310134;3574595;37478290;3607695391,73;27370;2000435,52;2014-04-01
413;20202;VISA;Crédito;Empresarial;1461435;815311;16247622;4043485810,85;144331;125909233,11;2020-04-01
414;20151;MasterCard;Débito;Platinum;1018672;485531;8562620;671352914,65;14130;4712713,52;2015-01-01
415;20122;VISA;Crédito;Básico Nacional;32938059;16703623;154307139;11452717991,27;128285;7883551,34;2012-04-01
416;20143;MasterCard;Crédito;Outros;8617444;3727548;38591095;3942334765,89;28204;2287097,94;2014-07-01
417;20164;VISA;Crédito;Intermediário;6495681;4956107;136284528;16908766167,9;2926470;577696939,9;2016-10-01
418;20242;MasterCard;Débito;Básico Nacional;427493;297327;10136151;776629090,86;8;5131,18;2024-04-01
419;20224;VISA;Débito;Platinum;1929239;1157615;44779212;4198373081,99;652;125751,51;2022-10-01
420;20142;Elo;Débito;Básico Nacional;4852412;1406043;12847836;690687902,01;0;0,0;2014-04-01
421;20204;Elo;Pré-Pago;Básico Internacional;4866538;3037149;26422008;1267435881,5;0;0,0;2020-10-01
422;20233;VISA;Crédito;Premium;6829526;4649646;264305905;50958194146,36;4678199;2428067943,67;2023-07-01
423;20152;VISA;Débito;Outros;4496;4496;8516;325608,64;0;0,0;2015-04-01
424;20181;VISA;Crédito;Premium;711634;528213;39616184;6627891556,92;1547814;677327806,76;2018-01-01
425;20171;Diners Club;Crédito;Premium;4;3;19;2326,99;0;0,0;2017-01-01
426;20112;Outras;Débito;Outros;2654898;1057192;23078880;1322069419,57;0;0,0;2011-04-01
427;20193;Elo;Débito;Básico Nacional;13210141;5493000;106849871;6508842402,01;0;0,0;2019-07-01
428;20134;Elo;Débito;Outros;12840611;4588337;36516958;2241914449,38;0;0,0;2013-10-01
429;20241;VISA;Crédito;Outros;2203028;1002354;10218218;2162217923,81;174283;168086118,19;2024-01-01
430;20242;VISA;Pré-Pago;Outros;26522361;7666478;60105572;3088874806,38;104610;16140478,16;2024-04-01
431;20122;Outras;Débito;Outros;2905023;1147974;25040045;1497934714,02;0;0,0;2012-04-01
432;20211;VISA;Crédito;Outros;6198405;1663795;14984633;1804079585,47;48701;17893817,4;2021-01-01
433;20233;American Express;Crédito;Platinum;18427;16290;352279;47211290,7;2181;843688,91;2023-07-01
434;20152;VISA;Crédito;Intermediário;7773151;5436336;125217409;15656842310,81;3307134;709307906,32;2015-04-01
435;20204;MasterCard;Pré-Pago;Corporativo;9647;370;69664;5282119,91;385;385507,35;2020-10-01
436;20183;VISA;Pré-Pago;Platinum;165628;7327;506;350661,6;206293;44560107,86;2018-07-01
437;20214;VISA;Crédito;Empresarial;1961570;1173314;32108225;9232789704,63;353779;323240183,35;2021-10-01
438;20171;American Express;Crédito;Corporativo;147551;84061;2166696;1155233013,57;209799;168394030,65;2017-01-01
439;20153;VISA;Débito;Empresarial;1471959;670164;11942653;1449889798,67;182;41207,88;2015-07-01
440;20171;VISA;Crédito;Premium;655946;485377;35210122;5897306350,39;1535381;529740227,74;2017-01-01
441;20154;VISA;Crédito;Outros;3080550;555739;6999558;827320645,33;43868;6012813,01;2015-10-01
